"Product_calories","Average_age","Number_of_transitions"
0.473760945473406,36.8278678691712,39129
0.447000099233951,35.1069542740198,54660
0.40698382687815,37.9940562968734,75163
0.447100391259424,35.7987513011374,27443
0.431673091905501,33.9024607900077,75292
0.430106820204312,36.1421662364897,104306
0.436694230468665,38.5609619679195,54125
0.412173109976588,35.21918645979,83375
0.439911625925496,34.4518361323888,116504
0.453428667694106,35.1653633245444,58788
0.401597803964314,35.9371592948849,42270
0.413616860529781,35.0321009922885,135815
0.480260459928425,36.3025319433944,44956
0.377741459683646,35.9144908628916,80652
0.386597495382963,36.7978174601389,125386
0.398492842093611,33.192516722106,290576
0.431429013570789,34.7023461993686,22751
0.473548757042918,36.7866807828403,36326
0.441126648583888,33.0293632444694,36229
0.41451305545412,34.1580051643415,115362
0.393778675324641,35.1778012058133,67076
0.414363506378199,32.906336435953,96044
0.486820371125821,35.665882856941,38797
0.422353241103717,35.2391496031782,37222
0.449262065792565,37.8922440811565,35118
0.434091461912543,33.837201762264,145744
0.49887901813615,35.8109816308621,50277
0.470736311117051,36.9928703701861,56499
0.462500183291364,34.1351496440988,27233
0.464332655148783,36.4810112851259,14213
0.541566800142095,38.9837983806661,6478
0.558487141634827,37.3949658906069,21191
0.549724223251877,34.416975276627,48699
0.54466654314126,39.0215020247325,13105
0.591016248742428,42.6201735145467,7182
0.513619528187965,37.2965318951438,9375
0.532614286236393,34.865681729046,44330
0.525839968014266,41.5731259835978,4772
0.562162197984389,41.5540023892569,6609
0.681612300903131,44.6661830478552,6659
0.639692408172916,37.2588825768036,17247
0.613708532955557,34.8297114356668,5951
0.666142983077471,36.9633635257496,28145
0.63478766692555,39.6012406363144,6884
0.583858339314451,38.0365370202475,6169
0.642678517313302,34.5225690543488,9288
0.627989551488958,38.8487994794614,7232
0.531526621952874,41.9405650012584,6861
0.699526501950627,42.3628172409161,3437
0.611769719953872,38.487549310572,5387
0.641785905994019,39.6564367811138,7317
0.734529654194927,42.7060740374374,3824
0.600704354653677,36.7173481511856,4350
0.597911392223316,40.7621744052598,6305
0.602013332980713,41.1767942581364,5963
0.620465503876163,44.9258134486464,4476
0.580163592578778,43.1567628733552,7578
0.619916787053396,43.5641374201965,5960
0.658736242012627,40.7382394615414,5053
0.60046974818472,43.7686471023393,2947
0.636876425001287,41.7966271085147,3880
0.638419241950785,40.9428209845904,6030
0.748164134890909,43.4372405884657,2439
0.680231880191933,42.8018734751482,3331
0.861369251658603,39.3903857060167,2479
0.50770251517029,40.0434079869257,43717
0.534833423444821,40.4713565531141,46546
0.48844047160829,37.5251893302898,11387
0.481002350497107,37.0091860474733,47034
0.470140159087883,36.588011315,69057
0.479608357828969,37.7560477014117,14754
0.494937454488123,34.5644314365774,18708
0.473796256736408,36.6370110781924,14939
0.534804328793635,35.6913410770401,14247
0.519832633870307,35.3940733292838,42326
0.524163689580505,38.0729584063908,10953
0.49552414387309,35.9469893978596,10313
0.458186173514869,35.3132260023039,34284
0.491211550080209,36.5706498979888,27871
0.522401653983588,33.5104819546985,18719
0.497359425233707,35.3970641776489,18474
0.480665446026646,37.1047106677575,21189
0.477906226043604,39.0270561486616,7607
0.505916108086933,33.0574303102536,8636
0.468552404616392,36.8155339801773,34320
0.529570160482498,36.0092866755882,4997
0.492509820113564,32.4755020086616,16979
0.507020840877241,32.1688497270803,11059
0.431825412923569,32.0724593167992,38801
0.457708251216512,35.2246601163817,18698
0.530899857295246,32.2032254174524,11786
0.472789848853428,36.5284916230888,17656
0.478029783553441,37.8370461544677,23566
0.50791142018101,36.4357631451005,24374
0.470690638203388,39.0028139658708,65773
0.442699904899793,37.6014568166857,34579
0.445392413511943,35.9688990242723,37252
0.470780748264416,33.8714351442134,23609
0.487515067445449,35.4439115696081,16572
0.557246522193656,36.5819221714478,21787
0.529674112869823,32.9245553987573,36228
0.486191061107603,37.1026540370303,17929
0.490979806124987,35.05376746499,11983
0.507190826697261,35.7315914484302,16378
0.478376028773423,34.3597208386351,14047
0.540197227585995,34.5134431937739,32312
0.474357924123053,31.8472809256222,12937
0.443556539679063,33.244825614319,7890
0.561719436214414,35.1450211343518,9551
0.69091190090206,42.5642725585451,6278
0.459658647544899,32.199073053838,6551
0.446458739596469,31.8372985400576,9110
0.723002710440171,40.4140686204888,6088
0.539626195211674,36.2227386812327,8361
0.495502154972804,40.1359699785681,3416
0.637423001292971,32.4021024972431,7427
0.494538218728145,36.2185059685575,4987
0.693622882545555,45.4645399423227,4373
0.528348401608544,34.5393516373744,10894
0.544607143183037,34.9540305204681,6092
0.59393898054721,37.0013447421174,5637
0.561841443238202,30.6888758101424,3524
0.584803404269235,35.9499190232005,7326
0.621960370860524,36.9012054502804,2917
0.587044450118888,43.5473642998017,2925
0.629239345869392,39.4061506740374,4090
0.78457717651949,44.0269483799292,2720
0.403582899810375,35.8092729216935,2410
0.574317103778379,39.9489361719083,6356
0.607905584667942,42.7181059229755,4399
0.657528903859238,42.3062736479209,1623
0.592205548931803,38.0344881907228,3957
0.544847880312859,38.9865449867591,4828
0.61398080608716,40.6439893401571,3593
0.517705701118335,39.480168344252,3177
0.72330756363279,43.530397507463,2934
0.43147813331066,34.9540774294965,24574
0.463912351726815,37.8489795923398,29849
0.487278311962435,34.6254894306431,27435
0.445178983663226,36.3938721126613,14587
0.495518356617271,35.7831033992206,15138
0.491671336719545,36.8814379512121,17066
0.506767833265165,36.749832146314,20954
0.478970556648499,33.2124913561892,14916
0.558873350669864,34.1283967384103,11096
0.5692934023943,34.7672925855643,18939
0.477955380145234,36.2252703790029,40636
0.512633802109595,36.6926140026474,15129
0.541324135913197,39.7218907024686,29142
0.507577825608127,37.2366382648089,14083
0.517574829327503,33.1863690643602,54514
0.515777277621456,36.370797310698,29643
0.502790957281676,37.0373530089336,8369
0.527638864633806,37.9018696651454,39029
0.500552527388344,37.5637636985508,58013
0.485336052022233,37.5030564522596,175074
0.543185575376739,35.5679467200595,23615
0.513913659067524,37.0887344448408,17523
0.469552761963127,36.7798292430352,7793
0.440804275600827,34.2366014184853,157472
0.505617109299207,35.6138699563226,14196
0.450159370120189,36.0948240500738,8728
0.508729752798659,38.2110589100325,60011
0.526255206290044,35.6510871574772,31373
0.502905084054181,35.3001806772993,15492
0.524196575403302,35.5624229127902,19469
0.488525454444511,38.4436525617305,78055
0.534362209230089,36.9719094191771,68136
0.504767124049789,34.1763367469384,18539
0.463964907332005,37.6750728874956,29144
0.542396830121441,39.4142111748373,32709
0.492011747141498,33.4227405243476,7823
0.529810866990249,37.6037910924669,4444
0.533017763052644,35.9242608955669,30593
0.451091677348828,35.9817838332789,128431
0.444014067027679,33.7620510667507,152578
0.437325014086511,31.4503125501755,246084
0.456864971899276,38.847520611879,169049
0.440112988422173,35.3241256388282,159038
0.43103403848365,32.1310395294426,167078
0.42151044225902,34.4301987666454,199136
0.450002220114046,37.8656400609721,179077
0.460319031358881,40.7379173679128,252756
0.480491842806749,42.3224293563853,153702
0.482340165254988,42.0886297388499,110389
0.407590210550642,34.2177142324752,324945
0.475820414913895,42.3027133538123,73304
0.39856751658801,31.4707869911868,167368
0.457033231612557,37.2679885511427,176786
0.432163217545326,35.965184736017,183908
0.469129003317892,42.0091715074029,48119
0.415418472414974,35.1212802410319,175443
0.508434046516589,38.2131202506001,38411
0.492196224009902,37.7642721910511,53546
0.455230610135731,40.9503201796085,96225
0.517830257376616,40.4089133104054,37416
0.436784412081374,33.7268825998774,122436
0.413046677960099,34.1222687665289,83657
0.423051571131494,32.3985168891376,127371
0.453720301375617,38.0377272206208,42092
0.408070272531153,33.1434214848864,74548
0.445156234622358,41.3005708606677,51522
0.453118257602052,37.8636264450884,25815
0.414783411469963,32.4592722748418,77839
0.408284380532621,35.9395385846579,86146
0.421205052620325,36.7924643358907,99302
0.424939476747592,31.8849451316084,156987
0.446580894730657,36.1529952187044,65979
0.453167711272495,37.3852344297621,71802
0.462405546827962,33.0418142202029,13924
0.448899639071965,29.888535239811,87715
0.423043003410073,33.5192047472957,25488
0.478474262065373,31.5119278902588,152680
0.420233358121935,32.1989637300887,78734
0.4046694427581,34.532826860318,74110
0.417159466364624,32.624793389633,104536
0.426202741452967,33.9365447597953,20702
0.440718277038104,33.2450271244046,87877
0.406405354056001,31.8879920209097,178989
0.41879749873191,34.7887843346045,34796
0.432041696574674,34.7487375463546,22535
0.439064878702563,30.0829373640014,93899
0.478194191166937,38.9570751933141,17760
0.438557177585916,38.0154306397622,49319
0.423992547528371,35.4736034770382,49083
0.46150412320395,37.7259307628687,74318
0.479978725035391,39.420049971471,18043
0.455472176136361,37.8322740656673,34158
0.489125606799583,40.1461288410698,28963
0.471427773286064,37.4825149240368,43686
0.491046240487204,41.1937589562633,23376
0.45900357877332,41.9248096437437,13095
0.474201363477395,35.4872611496068,36645
0.516861224304365,34.0019871609814,7643
0.483711259841265,39.1319826351548,11134
0.536455710310196,40.0083156942803,9761
0.39450946037343,27.7474684202652,20146
0.426468376748107,33.9727191432036,23034
0.402327470696402,29.7226715964941,13557
0.370960240097591,28.8572085007042,15473
0.459708407781587,32.1150416193133,21798
0.477961805876199,33.525528455432,24412
0.445218298814269,34.2226008710278,15249
0.509558019930508,35.0070456773737,17808
0.43305862378122,33.734171188926,67040
0.449310891374536,35.0520742345328,78526
0.51593986028109,34.4395827669453,33768
0.384128590076477,32.8697136069624,79700
0.474240612523059,34.8062916736887,42913
0.416660184073936,33.8586860005164,68993
0.423973806882227,33.5838891733094,109240
0.422918765533766,33.5225501750401,122062
0.426119164158903,33.5346451135081,99843
0.413700707799169,32.364635193303,253271
0.440319649699055,35.8331317995304,65430
0.452663610392154,34.5568560740293,68867
0.447854785234173,34.609155316642,191082
0.439589489849115,32.7719234260766,96391
0.420879921522048,34.0260630986439,90493
0.460534160742017,33.0474334966167,88666
0.460912602492705,33.4524077419419,38438
0.49850339066464,31.4575292305296,66681
0.465426625013768,34.4601714401181,60488
0.426604699139506,32.7538785955099,64038
0.438558583608342,35.4941546767656,62159
0.453685607371156,35.332320163494,51290
0.481784444924184,35.2615653163573,61312
0.455841787907041,35.6614602692934,70917
0.449960122513342,36.3462608167089,87076
0.455226927268214,37.2272905026626,67899
0.459994595073775,35.8825249389285,72684
0.447910230258485,35.4661926299974,222035
0.472793265674198,36.5319038578299,54576
0.44991927469234,37.6411898816024,184734
0.456581296821532,37.2412088674707,84726
0.473517052234613,35.0708818639251,74809
0.457696719222229,35.2560900207852,77720
0.446298229802662,35.4549934316376,61962
0.479704917192751,36.1725599428675,26981
0.464567275509969,36.6265030957792,86442
0.507482870250056,34.8605822195736,46198
0.543223401717217,36.5504159327124,17218
0.551869075962413,33.9885279285805,36711
0.508620718462297,35.2484787001454,39553
0.516826651241697,34.6583613397601,53447
0.515087446713789,38.1246679936521,16886
0.569486063663159,35.2040726627923,8325
0.461124848779811,35.4286574338134,74792
0.393691549904568,32.8621051225704,83114
0.453992676550099,35.4573822226178,122772
0.454053995066448,34.0720836896102,44081
0.425847732349996,33.8448481234098,52486
0.4598630494754,35.0541303211762,39341
0.433328996617004,34.2445420332208,38465
0.44943240969718,36.5896510253009,102991
0.469632855629285,34.2499325207679,30090
0.424234482692488,34.0947476807029,66154
0.415047242169968,32.900746180135,63916
0.408329991895465,34.9655660381494,42711
0.451004172589226,37.3765976859784,92697
0.437002190010406,31.8248919107628,128498
0.533799600927517,34.359364745964,17395
0.442284601735572,36.7639183456283,141793
0.44041049564383,34.7824973030906,88233
0.450579590226864,35.707810322198,31796
0.473535334637417,36.0056511703083,72736
0.464341752742025,38.7721303892399,51849
0.490413013966845,39.0266851504748,54790
0.49104939454702,34.2288192858438,30161
0.43916974060579,34.9489142713568,136073
0.424264277196002,33.9781659392656,179708
0.420615287693076,34.38872473885,72219
0.501312707681865,34.7440021825695,21922
0.466697423697567,35.8324522157734,37592
0.368075204242319,28.0146623795074,59559
0.442038272061967,40.1379364806984,61884
0.499985901126232,34.8081453084064,14693
0.408180391292581,33.6244939253644,53621
0.475447920989872,38.6442430238012,41634
0.470616833825298,36.7069860269661,53557
0.504029699091197,36.7744215914974,34416
0.455545514893413,36.202997062617,94938
0.482609683448524,45.2808467974433,23657
0.475991319693385,39.4538569730769,51485
0.413986771592136,39.7810547366708,37254
0.436255540314259,44.9612159308176,53134
0.407507264731195,39.6106164355023,73673
0.416046296753195,40.4234972666344,73201
0.404458137167789,36.3927172175351,31044
0.443068013530882,38.3802641152927,123861
0.422670217706948,41.2727664451422,193586
0.413937517163745,35.0345278314345,44361
0.398245392567755,35.1822527041438,107118
0.424805669818813,37.1478073159293,52124
0.407468783649894,34.9082568811936,164769
0.424439779506082,39.4819346466547,98446
0.447608610666719,41.9268222388159,80543
0.425783363020806,37.6989722754434,26933
0.449441742012171,40.6208840117487,71732
0.402950681425016,34.5179372233255,246503
0.412199252391129,36.4313725503465,123385
0.439184826907663,40.0287054155976,84626
0.405794668022711,35.958977338968,151940
0.429628709787079,37.2906159564558,84087
0.431940424320781,39.8302617292737,67593
0.427352784581588,35.553489963198,70262
0.433971811565824,34.2221391173972,64466
0.470891131745903,34.3954000827338,40281
0.439064162588821,37.1484844045658,27715
0.44444803066929,36.2136108112092,58645
0.62125421332203,38.0144805285014,4856
0.556670529583697,35.6441227535993,8396
0.575386244717787,38.0766806725945,8304
0.660207943818112,34.0444742631084,6289
0.498519893742051,40.0357803803381,10028
0.510087395690738,37.3847698256475,5971
0.60181518772359,41.8094846814661,9027
0.636610905717443,44.9328189433604,5426
0.614857304927248,40.3544718993155,8340
0.579283045356153,39.6986637842877,8611
0.579928735213832,38.3413261285512,7571
0.660498615645042,42.1645426514409,8080
0.564870285061393,36.4504792330096,6655
0.667344755626635,41.2591105938037,7842
0.522575478835857,45.208144036495,3729
0.621457716393236,36.6382645637717,7275
0.549991814707389,35.8197371887477,9925
0.650798119427448,44.3208917816959,6277
0.757705802380094,44.4945275151811,3453
0.718869178011807,43.1071746027454,4720
0.584626247570539,40.871457370868,7383
0.585150859150353,40.7136150245082,5929
0.71404968180507,43.5038441130395,6446
0.768885207170359,45.1387886607552,3893
0.650599716377962,42.8668287408752,8228
0.528285693083514,39.5148986901978,7194
0.555609871730533,40.9360428867585,7987
0.501026958974444,37.935240962841,10038
0.564971508979525,43.3086419782469,7125
0.507909562310674,36.2169840305636,7711
0.415557211805112,44.4489879086714,83058
0.443247251486801,39.9769012426799,189714
0.544185361709556,40.5752695317663,9157
0.475168603939722,39.7713760689536,234098
0.492089173266982,41.9007267906112,43564
0.485863359833769,42.4260835928238,115892
0.505798597933901,42.4749542954333,89866
0.512609375363287,40.2735770929961,72695
0.543025019919399,38.0685811207949,31648
0.541655548064949,37.532372530119,40564
0.541777581290283,42.4880761008414,12405
0.51569144637649,42.7248610426655,7932
0.535632452735393,35.9986468192939,7196
0.541633302915803,31.5998050835554,7969
0.598825643284193,30.9834121254914,6264
0.556742434923611,37.886526434116,6165
0.516051086638843,36.9071269944761,6505
0.524620966736235,35.5810650895704,5174
0.545593074831861,31.590872696274,6280
0.571449208116983,34.5799314744953,5556
0.559232473813069,34.3493192809556,5481
0.542265130161138,33.2254239138003,6174
0.52926324880273,32.9886293792563,4715
0.582929138561632,35.5630584795317,3808
0.585163582937607,34.325591588108,3163
0.578238567948992,33.328518745726,5149
0.561562807670821,32.3183336111914,5093
0.563894294341189,35.0525005415815,4662
0.568429620907711,33.0658904249535,4637
0.462017879072932,36.1055570320207,3805
0.524257633364079,33.6427551016878,3357
0.512131206860489,38.0889996428432,18232
0.503747761645592,35.7134442123363,24154
0.540123371737706,34.903758872196,4204
0.598884503975904,33.2561914077515,3096
0.561769760228435,36.8420179523683,19340
0.512990215018114,39.243851557948,15450
0.500661719877554,38.0809909506182,9467
0.581154718532771,36.211472602045,8652
0.504991969226671,36.8670933328694,4405
0.502693493181214,36.2060580650016,5302
0.505818216283144,36.8368250533704,6924
0.480785664112827,34.6877553134178,3827
0.557757599340174,34.7391899292538,8554
0.571857617957289,35.6211680251872,6239
0.486476596916917,35.6677663086645,3148
0.5470180200582,34.3628067696881,4735
0.550576538425713,32.7004775992601,5644
0.477056351193147,38.0438732821482,4903
0.566629978582013,35.8126602947167,7314
0.559968213400482,34.4539144663325,3798
0.625863606512263,36.7679903243005,4776
0.577996058985279,35.4686140470075,3200
0.529991659813829,37.3017377596849,4208
0.578995528574723,32.4801598367819,4336
0.462763104427305,34.0731353293993,2956
0.656373384128021,33.4622747743671,2676
0.765507136480263,36.9280502040514,2226
0.445437434025498,34.4504759984728,85560
0.46511795676827,35.2691832947922,41797
0.456695325119487,35.0270372098879,107569
0.48714693845117,36.7101824593702,24418
0.483115300178037,32.680920052446,37743
0.498668429747445,33.6078952769309,39101
0.523681670691145,33.9456200788312,18965
0.533627429878591,35.8426150102494,10355
0.505716186300065,35.3370748698653,37498
0.522163993990363,34.9985502398427,16391
0.526161042432415,32.839162007294,70843
0.493533170153136,33.5074931899421,34199
0.465551776482519,35.2942528704368,88086
0.528206958991756,34.7774126620287,52374
0.509812951919374,32.6526173829908,38148
0.489229856384749,36.0330396481048,74845
0.509890439879674,35.8427129934953,21954
0.469473401021325,35.7190230782893,82069
0.470571191831358,33.2686600468057,38421
0.499464801738987,36.0965699208855,56113
0.463248096134397,35.0044257575592,65073
0.521434469582428,33.1141094266548,38347
0.524156091600394,32.9607193985361,41296
0.446839037198413,37.9312481984852,38671
0.462640631598403,37.7006964498471,31855
0.472526466316928,38.0510870878068,62066
0.436139173811639,38.8657504002184,115936
0.427175649009482,39.1349240161142,71645
0.449720715397327,39.3862684877184,65276
0.474540671360501,39.5031600131011,53484
0.456103085502121,38.8552248246029,67056
0.447481323114014,39.0316775563614,84022
0.448727291421755,37.7260146373387,31821
0.466364384899503,39.1966504596272,74856
0.437435762831995,40.6067901239469,9943
0.478879571405097,35.6367006485334,21814
0.46165568145032,41.1464742715233,20201
0.441666692463028,38.6266132642516,180263
0.512827962618269,37.2843958538236,16331
0.453627636371654,37.2366856574164,63482
0.474709248665498,44.5782719200216,17887
0.491290382519932,40.7139504564954,18504
0.493878804613446,36.6103989445465,36453
0.437211240436483,39.0310482223602,48775
0.637735312362813,38.3100593188594,2587
0.692395130747609,38.9525181659609,3005
0.569167679233558,34.6419916282177,3039
0.545140029126327,33.7655032482865,2628
0.627410279827734,33.4790379283801,3200
0.74449743892042,35.6418943105941,2457
0.607672993780094,37.3177715879844,4528
0.639691464348783,39.7205432534736,4566
0.581512180090007,36.0243149368429,3120
0.611407632136147,33.5977531004481,2270
0.783005707385219,33.1969107429548,1657
0.539008494925448,40.7049499823425,4771
0.628287489786149,37.3647814250074,2696
0.61831168274909,41.526378580346,2603
0.566989827304812,41.5960476261605,4760
0.65649798923931,37.4393209730195,2486
0.659163244427898,36.8134311535,3349
0.640171743719319,39.2535067566361,2397
0.799487193334833,38.7041314262345,1848
0.782695930717765,37.7164634124266,2319
0.424466683115159,37.0671796046658,209007
0.435783612587745,34.8612099622222,291424
0.451714582145367,35.5458032684327,107927
0.424563121960867,34.3064587990468,94056
0.419600444241639,35.4337481671303,47543
0.422302086027457,34.2242099007895,85719
0.40671112115539,33.1975998094772,39689
0.389988785909741,33.3116594550333,83179
0.404868761244574,33.2406015033032,41685
0.397434949296323,34.0119704391652,102572
0.405447470657906,33.6345205475605,22892
0.481046967405495,34.5642033202218,19981
0.438150616466268,34.9027850203776,43581
0.426835566215956,32.9190247168661,91335
0.40820343205318,33.4520035220079,112210
0.413405750138637,34.7115672756668,28066
0.4203410275083,34.0067611066838,78735
0.474416971204981,33.7691533525462,78137
0.436630998716182,34.4710852614474,73561
0.421220007285919,33.4954348426939,88756
0.40528930262944,33.3021435466028,85117
0.453340812259575,34.0592852729529,71542
0.415482696262601,32.9503230121241,94303
0.457509634978941,35.0569163523305,64585
0.4439439728281,34.3028996440875,56856
0.450640007278019,34.2185525870919,57643
0.469785502607431,33.6649301923693,61259
0.491678416614347,35.2372931420469,66530
0.4594583028405,36.1814304487358,81468
0.440602411442116,33.2999276417873,76909
0.458637264850843,33.3721296688053,212116
0.462184043018278,34.6041666650668,32604
0.449166092466486,35.9988142693134,68602
0.452586660280231,35.9310301810501,48074
0.437348336340546,31.1285164944151,286952
0.409840147922892,31.723950498928,147499
0.43318743570238,31.9760803360183,64456
0.4660892381632,32.4458476431845,72881
0.436673164143983,34.6996232437322,27511
0.446003230308735,35.0949987432596,168468
0.460087081461803,33.7450541676189,95331
0.466565978658702,37.9046281224619,34864
0.431201443598142,32.983680870213,31786
0.443560480282699,35.7587731042017,88293
0.439959561630543,33.3561702129106,152498
0.455250493346379,35.8061119388074,34755
0.424685388784922,35.5402927876563,67271
0.427210249796626,35.3373459043394,48577
0.464921802775663,37.1786442078237,19682
0.454893517539916,34.6489668120225,87947
0.427678156568985,34.8814020254827,106033
0.431495988672987,35.4795053811713,47686
0.428769349776875,34.6134595892673,148650
0.494032133938576,35.2147297960736,21137
0.420201520992906,36.4695064056205,98171
0.468906437985422,37.6929079634462,48250
0.462809416354657,35.5995339154275,42801
0.412016992323842,37.2105263134975,80739
0.414425416332305,34.7802609855032,48260
0.44134191847834,35.3970838392625,32466
0.489783707878719,34.7680588399159,34905
0.444128671485288,36.2718593534277,78488
0.414699745067819,35.2378445000695,69934
0.44345717726169,36.1569804169583,32059
0.527906990554101,36.0798668871857,40225
0.425603452291629,33.1589583605873,28664
0.504923067256242,36.3898626233479,27564
0.559490929430962,34.1277064206618,15990
0.548470378117911,44.0994173341242,15511
0.524505326023813,35.5148276775354,34543
0.558984599617331,39.8407751736938,26188
0.52214496623828,34.9214095023203,35222
0.565710977604241,34.7843612355738,37544
0.498784243294502,37.0347713357214,16873
0.502116992368196,34.025261639443,20537
0.539038795112383,34.4830648980767,45156
0.584390441043496,39.5136916823808,10579
0.535612807107172,35.7151316601474,38789
0.528573052742252,34.4184636881956,19547
0.518121991150423,35.095837707435,12360
0.449222761534962,34.0346734228303,20827
0.550107207999076,39.6090885947403,19373
0.589958001238512,37.4305435711882,17186
0.463484097573116,36.7914762325766,40575
0.459603182897019,32.9864607557542,10421
0.426029560977715,35.4166339211696,21866
0.569200272932897,37.8718848745373,12407
0.595519321141749,40.8239463852983,11610
0.516764576441962,38.0860721672029,12437
0.510144269214398,35.2438101789741,9625
0.536434226955575,37.2601773938526,10181
0.590117416555061,40.2452276062088,7393
0.416432009105866,32.652734281867,57757
0.451483938154187,32.005422152968,39320
0.449084113077436,32.7106448701043,78452
0.452372298963024,30.8323906269029,59787
0.419885462810179,30.4663893732859,36163
0.443293572571167,33.3814125512944,45325
0.421693467296796,33.6499290052717,64041
0.428074767567095,30.9694625415289,76548
0.401560543921335,32.5558746130043,39627
0.431061619698452,33.2578203383566,51731
0.414799993395687,31.9665702007684,82929
0.437112455223012,32.7074422619098,39700
0.442083305063632,28.8827684362421,147268
0.399353439828542,31.5714791217599,115141
